"id","comment_text","NOT","HOF"
hasoc_english_304891,"Proof "dreamers" are really NIGHTMARES! #NoDACA #EndDACA #NoDeals #DeportThemAll #BuildTheWallNow",0,1
hasoc_english_304892,"Massive red salute to a living legend now leaving us: Arsene Tchakarian, the last living member of the Missak Manouchian Group -- the communist immigrant partisan militia that fought the Nazi occupation of France during World War II -- has died at age 101. https://t.co/knNyaeK7Wf",1,0
hasoc_english_304893,"@gsiskind Battle? More like another temper tantrum #DeportThemAll #NoDACA #BuildTheWall #IllegalAliens #IDontCare #MAGA #Trump2020",0,1
hasoc_english_304894,"How coffee grounds turned firewood could be a lifeline for refugees https://t.co/zUbUahqNkF",1,0
hasoc_english_304895,"The administration's shameful treatment of immigrants needs to end now. Congress must speak out for a moral system that puts humanity at the center of our treatment of immigrants. https://t.co/daKuafx0jP",1,0
hasoc_english_304896,"Watch: Angry Muslim immigrant in Italy destroys police car in a Sharia area "police not welcome" - Free Speech Time - https://t.co/EVybbl2Cm0 @ISupport_Israel",1,0
hasoc_english_304897,"Italy says France, Malta agreed to host some rescued migrants https://t.co/jpB6PlfkUl",1,0
hasoc_english_304898,"@RealMarkLatham @Vivals You are right but it wonÂ´t happen. Immigration in Australia is controlled by globalists who are importing 3rd world people to dilute &amp; divide the population, making becoming part of the new world order much easier &amp; much q",0,1
hasoc_english_304899,"Prevent new refugee crisis?You can stop doing the lies n propagandas bullshit.You can't even take care of your poor ppl at home.Space Force is too expensive for the ppl w 2 jobs.You can't even take care of Puerto Rico.Good night millions of homeless on the streets of US",0,1
hasoc_english_304900,"After the tournament I saw the Statue of Liberty and did the "Hard Times" tour at the @tenementmuseum, experiencing the lives of two immigrant familes during the Depression.   Essential reminders of this country's history and what we have fought for: Liberty and Justice for All. https://t.co/x2vFj5tEdr",1,0
hasoc_english_304901,"Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees",0,1
hasoc_english_304902,"I never said we shouldn't welcome refugees or harm them. I was in Somaliland 4 days ago and Yemenis and foreigners work and walk wherever they want and no one bothers them. My point is do it because it is the decent thing to do and not for a non existing brotherhood. https://t.co/2N5eB9nKHi",1,0
hasoc_english_304903,"After Steinle verdict, rep unveils bill to imprison officials who shelter illegal immigrants https://t.co/13h0SyI2J8",1,0
hasoc_english_304904,"Homelandsecurity destroy over 4000 waterbottles in the southdesert of USA. They want to stop refugees which like to settle in USA. https://t.co/AofPpWCQxW",0,1
hasoc_english_304905,"Italian people love Savini. 500.000 illigal refugees stay in Italia. Savini says, they should prepare their suitcases to leave, otherwise the have to leave without.He also will stop the NGOs to rescue refugees. We will see what will happen. https://t.co/Hzjkr2r6Gx",0,1
hasoc_english_304906,"It appears that some politicians only think about their VOTE BANK politics .To them national security s secondary.Nation shouldn't support these party and abandoned them.Illegal migrants have no place in ASSAM. Show evidence n stay in Assam otherwise GO HOME.",0,1
hasoc_english_304907,"It weirds me out how obsessed right-wingers are with pedophiles. It seems like they spend a lot of their days trying to figure out how &amp; where people are fucking kids.  Hey guys, maybe check out the immigrant concentration camps. You might get some hits there. IF YOU CARED.",1,0
hasoc_english_304908,"UN says Libya recovered some 100 bodies of migrants in 2018 https://t.co/uekURE7xfj https://t.co/7W4JUefT9g",1,0
hasoc_english_304909,"@Daily_Express Business men and their profits go before Immigration and the effects on them Bupa membership protection no sense of reality",1,0
hasoc_english_304910,"Unlike others outside Europe, #Merkel created environment which will see them struggle to convince Syrians to return home based on generous benefits provided.Merkel/Brussels also created special problem to haunt them for decades: economic migrants.#Orban #V4 right from start. https://t.co/UhgU4d16CN",0,1
hasoc_english_304911,"Making America Safe Again!! #BuildThatWall @realDonaldTrump",0,1
hasoc_english_304912,"#BuildThatWall #BuildTheWall @HouseGOP @SenateGOP help @POTUS #NationalSecurity #IllegalAliens #crime",0,1
hasoc_english_304913,"Another day, and another one of @NancyPelosi’s pedophile “Dreamers” have raped another little girl.  Polk Sheriff: Illegal Alien Arrested for Rape of 8-Year-Old Girl in Florida  #NoDACA #NoAmnesty #BuildTheDamnWall #ThanQ #QAnon https://t.co/iY9Bykqmlj",0,1
hasoc_english_304914,"@SenateDems @SenSchumer #Democrats  Refuse to Secure the Border and Protect U.S Citizens from the Ravages of Illegal Immigrants !  #VoteDemsOut !  #WakeUpAmerica #WednesdayMotivation  #Trump #MAGA #RedNationRising   https://t.co/bVgwmVUgjz",0,1
hasoc_english_304915,"Chilton has warned government about the dangers of leaving southwest border secured by nothing more than a barbed wire fence. He set up surveillance cameras to document the trespassers from Mexico. #BorderPatrol #BuildThatWall #WWG1WGA @POTUS #Q",0,1
hasoc_english_304916,"Immigration and welfareA toxic combination for the immigrants and for the nationals",1,0
hasoc_english_304917,"@ryanjyoder @TheEconomist NO Rian - refugees must moved away from each country in world.",0,1
hasoc_english_304918,"@David_Cameron please think carefully it is not about benifits it is about to many migrants ur already punishing our poor god will interven",1,0
hasoc_english_304919,"UMC complaint against Jeff Sessions after he used the Bible to defend separating migrant children from their parents has... https://t.co/aMp93aiwAQ",1,0
hasoc_english_304920,"Thank You @RealDonaldTrump  @POTUS Enforcing the laws on the book dont make it easy for Illegals and Immigrants To Break U.S laws !  #Trump #MAGA #Trump2020 #RedNationRising Breitbart https://t.co/zgCayzVFpL via @BreitbartNews",0,1
hasoc_english_304921,"Umm, what just happened: Ivanka Trump says the media is not "the enemy of the people" and she was “vehemently against” separating children from parents at the border, calling that a low point of her White House tenure.  https://t.co/WCZFdTLcLU …",1,0
hasoc_english_304922,"TRUMP: Pentagon Will Build Wall: Thank you President Trump! We Want the Wall in San Diego, CA! @POTUS #BuildTheWall #BuildThatWall #KatesWall #katesteinle #mollietibbits",0,1
hasoc_english_304923,"We must build the #Wall! We must deport every illegal alien! We must have #MoreBorderPatrolAgents We must have #MandatoryEverify We must #EndSanctuaryCities We must #EndChainMigration We must take our nation back!!!",0,1
hasoc_english_304924,"@charliekirk11 You left out the 35million illegals that want to be American otherwise y would they invade our country#BuildThatWall",0,1
hasoc_english_304925,"#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion https://t.co/PEP5UPcfgm",1,0
hasoc_english_304926,"#Burundi—With militiamen still roaming in the countryside, 400.000 refugees, 10.000 political prisoners, 2000 dead whose families are crying for justice.... Anyone who ignores those issues and just talks about 2020 elections is disingenuous https://t.co/KMMtORrdAc",1,0
hasoc_english_304927,"Have you read this? Adding to my list! Natalia Sylvester’s Immigrant Song https://t.co/0RVH4qkuo7",1,0
hasoc_english_304928,"“The verification will play a key role in establishing refugees’ identities and their declared places of origin in Myanmar. It will help to preserve their right to voluntarily return home, if and when they decide that the conditions are right to do so.” https://t.co/BBcaWC7kHU",1,0
hasoc_english_304929,"Germany: Court rules that Muslim migrant may become German citizen despite having two wives https://t.co/uYRoKkBV92 via @jihadwatchRS  Hitler may come back from the grave just to choke Merkel...",0,1
hasoc_english_304930,"Refugees welcome... But not in any of their homes. https://t.co/BZdp37OO8L",1,0
hasoc_english_304931,"Australian Senator tells the UN to shove it, Australia will not accept refugees https://t.co/NkfcEMwDJe https://t.co/AftIiaRouY",0,1
hasoc_english_304932,"It's the drugs pouring across our southern border that is killing our children and young people.#BuildThatWall @realDonaldTrump",0,1
hasoc_english_304933,"JOKE, Not laughing! Booker is lying for "EFFECT" to make it LOOK & SOUND as if he is "risking" his JOB, when in fact DOJ gave him clearance the night before #DemocratsAreDangerous #BuildThatWall",0,1
hasoc_english_304934,"CBS: Driver an Illegal Alien was drunk, high at time of fatal Donna crash that killed 6 year old girl. Yet another victim whose life was stolen by an illegal alien.When will you end this?#BuildTheWall #NoAmnesty #NoDACA #DeportThemAll",0,1
hasoc_english_304935,"14 year old boy wasnt satisfied by an 53 old prostitute and called the police in Germany. He said he was 20, but pays not more than 20 €. https://t.co/4i3PqO873I",1,0
hasoc_english_304936,"For the first time ever, we are putting the power of fundraising in your hands. Will you become an advocate for refugees by rallying the support of your community?Get started now âž https://t.co/QzFjSqWwJ8 We’ll be with you every step of the way. https://t.co/1U5zDCxR5X",1,0
hasoc_english_304937,"And, last but not the least. That NRC issue is a political gimmick. No real action would be taken. No illegal immigrants are going to be deported. Go home.It's an AM : PM tiki taka !You are free to dance like a monkey, from either side.",0,1
hasoc_english_304938,"@Daily_Record It is good to see refugees get a safe place to stay after all they have been through l do not mind even though lve been on midlothians housing list since 1996",1,0
hasoc_english_304939,"Illegal Immigration and Lax Border Controls are The Epicenter of TheÂ UniParty‘¦. https://t.co/jMjHYY9jTH https://t.co/JV0hC3QFs3",1,0
hasoc_english_304940,"Dear God - make it stop !!!    Illegal Alien from Mexico Accused of Raping 11-Year-Old Girl https://t.co/luSYDr0RnG via @BreitbartNews #StopTheInvasion @IngrahamAngle @Liz_Wheeler @TuckerCarlson @GrahamLedger @StolenLivesQlt @RepGoodlatte @RandPaul @realDonaldTrump",0,1
hasoc_english_304941,"In 2016, 2,263 Christian refugees from Iran were welcomed to the U.S. In 2018 only 2 Iranian Christians have been allowed to the U.S. as refugees. Learn from @MatthewSoerens how the reduction in refugee resettlement has affected persecuted Christians. âž https://t.co/JPi77VeNIp https://t.co/qcAaU6j8fC",1,0
hasoc_english_304942,"Palestinian teen protest icon released from Israeli prison https://t.co/Y5J7PBkjTi",1,0
hasoc_english_304943,"@TomJawetz @CAPimmigration #FamiliesBelongTogether Send the kids back to their deported Parents in their Country!  They Should exit together",0,1
hasoc_english_304944,"More than half of the population in #Syria rely on humanitarian aid for survival. Together with @WFP_MENA and local NGOs, @USAIDFFP reaches 3 million Syrians (inside Syria) as well as 1 million #refugees each month with emergency food assistance. https://t.co/BtpHaQwajb https://t.co/4kGjLBBxdy",1,0
hasoc_english_304945,"@AupolNews Peter Dutton should be PMUN does not care about Australians Dutton does just wish he would deport fake refugees that break our law",0,1
hasoc_english_304946,"Children whose parents were either deported or forcibly separated from them experienced housing instability, academic withdrawal and family dissolution, according to researchers. https://t.co/08n7GKpgDc",1,0
hasoc_english_304947,"@thepotlady 3000 voices waiting to be heard I didn't ask them if they were refugees as their tears did shred the hearts of a nation freethem",1,0
hasoc_english_304948,"For more on the @MigrationPolicy findings discussed in this @StarTribune article, including state-by-state data, check out: https://t.co/p40cFp5vh6 https://t.co/sIFA5VSciJ",1,0
hasoc_english_304949,"MAINSTREAM MEDIA finally reporting the good immigration news that until now was only being reported in alternative media https://t.co/Lccrxx6CtM via @barenakedislam",1,0
hasoc_english_304950,"#BorderPatrol #IllegalImmigration #IllegalAliens #ImmigrationThere should not be any doubt that Liberal... https://t.co/GlhHgyGak4",1,0
hasoc_english_304951,"Palestinians slam reported US plan to weaken UN 'refugee' agency #UnitedStates... https://t.co/HWQsbxqTyy https://t.co/83dJwSrWEi",1,0
hasoc_english_304952,"Tweet the following LOVE SPEECH&amp; Twitter Cheka ACLU SPLC will allow youto enjoy a verified accountthat reaches 75Kfollowers w/absoluteIMPUNITY.Tweet about crimes per capita,diversity,Anti-White hate,immigration &amp;enjoy suspensions, enforced tweet deletions &amp; a shadow ban https://t.co/VCXYtvmOOs",1,0
hasoc_english_304953,"World Bank report urges Thailand to revisit migrant worker policies to pursue 4‘¤0 growth strategy https://t.co/Q8F5M1VsEG",1,0
hasoc_english_304954,"@StefanMolyneux Remigration 2018:  Easy come, easy GO!!   https://t.co/sn5ZuuU6nvThe Anti-White Proposition:  White Genocide Definedhttps://t.co/kqEv7xdS26",1,0
hasoc_english_304955,"Wear Orange - May 24, 2015 - Potter House Worship Center, Harrisburg VirginiaWe want to draw awareness to what... http://t.co/cBXJ6eUww4",1,0
hasoc_english_304956,"I'll just leave this here.....  https://t.co/WdKVIDFo5p",1,0
hasoc_english_304957,"Brazil-Venezuela border reopens amid fight over refugees https://t.co/rKitw9zoDi #FoxNews @vp",1,0
hasoc_english_304958,"The Unfairness of Mass Immigration Into the West: Why Are Only the White Countries Absorbing Immigrants? https://t.co/qHnAYzYrox",1,0
hasoc_english_304959,"The German Government Pays for 3 Week Vacation for Refugees to Go Home.  So despite claiming their lives would be... https://t.co/CHJe8row0V",1,0
hasoc_english_304960,"If they find this pos bring him back only if he gets the death penalty. We don't need this human garbage sitting in our jails. #ItEndsNow #BuildThatWall",0,1
hasoc_english_304961,"@guardian Trouble with being Vicars daughters you get the sermon on the Mount the amount of rubbish immigration excuses the sermon no 1 want",0,1
hasoc_english_304962,"#global_jihad #Syria #Daesh https://t.co/jYRraCSuW9",1,0
hasoc_english_304963,"For me, Thor in Ragnarok climax scene was better than Thor at wakanda in #InfinityWar. Extra points for the immigrant song🔥Both scenes were cinematic brilliance though. https://t.co/YS9CyupVsq",1,0
hasoc_english_304964,"don’t wanna call it marijuana because of its racist and anti-immigrant backstory but also don’t wanna call it cannabis and sound like a 67 year old white man with a ponytail and a Grateful Dead lightning skull tattoo",1,0
hasoc_english_304965,"WOW, Trump Just Did It: TWEETS Video Exposing Dem/Obama/Hillary Immigration Hypocrisy https://t.co/HwxypdDvHd",1,0
hasoc_english_304966,"#SaudiArabia has beheaded Indonesian migrant worker despite several direct pleas from #Indonesia's Pres. Widodo to show mercy https://t.co/9Oef2Y3gIZ #ucanews #humanrights #voiceforthevoiceless @ucanindonesia @migrantcare @jokowi @M_RSection @hrwdispatches @cnni @BBCNewsAsia",0,1
hasoc_english_304967,"As 1000s of civilians flee regime assault on opposition-held areas in southern Syria &amp; end up stuck near closed Jordan border, UN fears up to 200,000 more may follow while Jordan says "no more refugees" https://t.co/Ik5YXOveCe https://t.co/WaqXJnVUTb",0,1
hasoc_english_304968,"Honestly. I know #Twictator wants total control, but to suggest I follow #CrookedHillary No thanks twitgo. If I ever follow that criminal, itll be to celebrate when karma finally bites her in the ass #LockHerUp #TuesdayThoughts #MAGA #Trump #BuildThatWall #KAG2018",0,1
hasoc_english_304969,"Refugees don't choose to be refugees. By definition, they have been forced to leave their home country because their lives or safety were threatened.Do you want to help welcome them? Use our easy tool to set up a fundraising page! âž https://t.co/QzFjSqWwJ8",1,0
hasoc_english_304970,"@RealJamesWoods This is ridiculous #BuildThatWall #VoteOutTheDems #MAGA",0,1
hasoc_english_304971,"“How safe Afghanistan is!” said Afghanistan’s minister of refugees and repatriation, with obvious sarcasm. “Ask those Norwegian diplomats if Kabul is so safe, is there anywhere outside your embassy where you can go to safely?” https://t.co/qE2DpHPsdB",1,0
hasoc_english_304972,"@SonofLiberty357 @gatewaypundit marxist globalist democrats bring our enemies to the usa, feed, cloth and shelter them,,then make them citizens so it is easier for the hostile immigrants to attack us....END HOSTILE IMMIGRATION BOTH LEGAL AND ILLEGAL #maga",0,1
hasoc_english_304973,"We are excited to host the #ImmigrantStories film screening and panel today with @bravenewfilms to show how the Trump administration’s overhaul of immigration policy has forced the immigrant community to choose between deportation and medical care. https://t.co/MP84tGkoAW https://t.co/DfsqdgcXos",1,0
hasoc_english_304974,"Leaked photo reveals 'mass trial' of immigrants in Texas - Houston Chronicle - https://t.co/sNnYsRIuVF",1,0
hasoc_english_304975,"Italian ship accused of taking migrants back to #Libya for first time #UnitedNations #spokesman https://t.co/sWCDzLVoGd https://t.co/Nt3dT3wqQ8",1,0
hasoc_english_304976,"@FoxNews @EmmanuelMacron Does he realize he's cheering for the #RacialReplacement and genocide of the French people??? How many of those players were #French???#StopTheInvasion #StopTheGreatReplacement #StopWhiteGenocide",1,0
hasoc_english_304977,"@sahouraxo @TVsLeaking what obomber and clinton did to Libya is also effecting Europeans being inundated with masses of opportunity seeking Africans....who are NOT refugees like the Syrians, etc., but are being assisted by "someone" (we know who someone",1,0
hasoc_english_304978,"An opportunist afro athlet with ITA citizenship hit with an egg by  communist sun's asshole gets more news coverage then 2 ITA white girls assoulted by illegal African immigrant Welcome in Italy  tourists #IllegalIimmigration #daisyosauke #italy #DefendEurope  #GenerationIdentity",0,1
hasoc_english_304979,"WRONG!!!!! the Underlying Reason, The ROOT cause is Mass Uncontrolled Immigration!! Finite Supply vs Infinite Demand = DISASTER! Economics 101. How long have you been argueing 4 MORE H/building?? 5yrs?? 10yrs?? Stop Bullshitting people Tell the Fucking TRUTH 4 a Change! https://t.co/7U1avboQjd",0,1
hasoc_english_304980,"@VOAVinceMakori speaks with @YvonneNdege, spokesperson @UNHCR_Kenya , about #Kenya’s refugee camps—one of which is the largest in the world. https://t.co/EFm3NUBwrs #WithRefugees #WorldRefugeeDay @Refugees @tyrusmaina @LuQuLuQuTribe @nyamoriv",1,0
hasoc_english_304981,"HUGE- Judicial Watch gets new Steele FBI docs. - https://t.co/HLOCgiUGvj",1,0
hasoc_english_304982,"Watch: Muslim refugee in Sweden threatens "We are here to takeover" - Free Speech Time - https://t.co/op7TUOnB0d @ISupport_Israel",1,0
hasoc_english_304983,"Welcome to America Illegal Immigration is  A Crime Detain and Deport Illegal Alien #FamiliesBelongTogether in THEIR COUNTRY NOT THE U.S https://t.co/bLxHTyIvzt",0,1
hasoc_english_304984,"“I am German when we win but I am an immigrant when we lose”https://t.co/WPLZ3lTRGz",1,0
hasoc_english_304985,"They keep attacking us because we're not allowed 2 stop them. We let them take over regions here & bring sharia to some of our cities. Mosque's were unheard of & we never had to bow to Muslims before 9/11. That's what I'll #NeverForgetKick them the hell out & #BUILDTHATWALL",0,1
hasoc_english_304986,"Please. 2 Million Dollars Each: Call to tax Mexico $2,000 per illegal immigrant to pay for Trump’s wall https://t.co/4O53n66W60",0,1
hasoc_english_304987,"In this video from @WorldReliefJax, refugees share in their own words how volunteers have made a positive impact on their lives. âž https://t.co/0x1E4DrCke // #LoveInAction https://t.co/sE030GAfsN",1,0
hasoc_english_304988,"@Daily_Express Boy George must have been at Nottty Ash and seen Ken Dodd or is it a head of ST Patricks Day Celebrations Sunglasses next",1,0
hasoc_english_304989,"Hungary Referendum: 98% of voters reject Islamic immigration - Muslims are offended - Free Speech Time - https://t.co/DlNslaPKa7 @ISupport_Israel",0,1
hasoc_english_304990,"Tell @AmnestySlovenia to stop slandering courageous guards who protect nation from aggressive male migrants from violent cultures. Mainstream Europe must “push back” open-border extremists who try to hold nation states hostage to their Multicult Manifesto.#visegrad #Slovenia https://t.co/URMUekcgsU",0,1
hasoc_english_304991,"German Police reports that refugees from Africa start in Italy via Austria now by train. The catch them at Rosenheim freightterminal. https://t.co/paLDVShyrI",1,0
hasoc_english_304992,"MS-13 Gang Members Charged With Murder Are Obamas Unaccompanied Minors @GOPLeader #NoMoreDeaths#KeepAmericansSafe#NoAmnesty #NoDACA #BuildTheWall #DoYourJob !",0,1
hasoc_english_304993,"@RosenforNevada I have an idea. #BuildThatWall Detention centers would be reduced dramatically if not eliminated. Problem solved.",0,1
hasoc_english_304994,"American #FamiliesBelongTogether but the #Democrat Socialist Party Keeps allowing Illegals to Kill them  #FamiliesBelongTogetherMarch  #AmericansFirst Not Illegals Breaking #Inmigration laws https://t.co/SAJBNCEijH",0,1
hasoc_english_304995,"Sweden: refugee complains about the free apartment "not up my standards" - Free Speech Time - https://t.co/RGdoJLJbP8 @ISupport_Israel",0,1
hasoc_english_304996,"Spare rooms appeal for eviction-hit refugees https://t.co/BA2KhJdlIU https://t.co/r4GulaJFPN",1,0
hasoc_english_304997,". @realDonaldTrump @parscale GENE TRUONO in Delaware is who we NEED in the Senate! He will be a strong ally for Our Big Beautiful Wall! #maga should support Gene for #DESenate and send him to Washington to back up our POTUS! #BuildThatWall @GeneTruono",0,1
hasoc_english_304998,"Problem for the PM re Johnson is that a person who sent round vans telling immigrants to GO HOME is not in a position to lecture anyone on racism. The lesson of which is: if you pander, they’ll take everything you give them and keep pushing for more",0,1
hasoc_english_304999,"@jrbloom57 At the very least Ryan and McConnell need to force the dems to vote against the wall.",1,0
hasoc_english_305000,"Scots independence will come, the No voters mostly new immigrants wanted to keep their benefits with them going they wont vote no again. .",1,0
hasoc_english_305001,"Criminals NOT immigrants! Lets call them who they are if they DID NOT come in our AMERICA LEGALLY ! They get NO amnesty for breaking the AMERICAN LAW. @foxandfriends @AnnCoulter @DiamondandSilk @JesseBWatters @LouDobbs @HeatherChilders @SarahPalinUSA @Liz_Wheeler @jennfranconews https://t.co/Rj2Czc20qT",0,1
hasoc_english_305002,"Where are they hoping to go? 'We will stay here until we can get to Britain,' I was told. 'In London they will give you a home; here, they just let you sleep in a park. I will make friends there and find a girlfriend.' https://t.co/lmhFJnAPYT via @MailOnline",1,0
hasoc_english_305003,"One must question the Patriotism of a party that has no problem with non-citizens from 3rd world countries voting in our elections; thus changing our leadership, culture & direction.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue",0,1
hasoc_english_305004,"English classes are one of our most popular programs that we offer. Some refugees learn English because they hope they will be resettled in English-speaking countries.  For others, learning English opens up new opportunities here in Jordan. https://t.co/zcPhxrOLlP",1,0
hasoc_english_305005,"@NasirAbdirahman @BBCSomali The whole notion of regional state is built to make Somalis refugees within their lands of Somalis. Or else, why yearn for another fake walls whilst we r already suffering from the artificial ( colonial) ones?",1,0
hasoc_english_305006,"@chuckwoolery Muslims still use there âœ‹ to wipe there asses and mary there own family. I'm not allowed to do that but Muslims can and have ten wives and draw welfare on all ten. I can't. Democrats brought them here as refugees and now they vote. Stop an",0,1
hasoc_english_305007,"Solid analysis.  Just don't fall into the trap of importing Muslim refugees, or it will be game over. https://t.co/MzIPdbCEMJ",0,1
hasoc_english_305008,"This is our 1st amendment right being abuse, this is USA, please Mr President stop the censorship by social media today @potus @realDonaldTrump #BuildTheWall #LockHerUp #BoycottNike #BoycottNFL #EndDACA now",0,1
hasoc_english_305009,"Yes, #refugees deserve basic human rights https://t.co/LgIaQmCkHB by @irunguhoughton #WithRefugees @AmnestyKenya @refugeeaffairs @UNHCR_Kenya @tyrusmaina @nyamoriv",1,0
hasoc_english_305010,"Syrian activist alleges UN gave Rakban camp refugee children expired sweets https://t.co/ceUfsJS4nt https://t.co/Rd9vnMZEkd",1,0
hasoc_english_305011,"Organizing events? Hiring employees? Need a community of diverse immigrant women leaders? Email us for a partnership request: contact@femigrants.org  #partnership #collaboration #diverseimmigrantwomen #diversewomenleaders #empowerfemaleimmigrants #womenleaders #femaleimmigrants https://t.co/M4DV7pmTNO",1,0
hasoc_english_305012,"@JudicialWatch What's it going to take? Build that wall. #BuildThatWall Migrants from terrorist nation entering the US.",0,1
hasoc_english_305013,"Illegal Alien Students Now Allowed On California College Boards. #DeportThemAll #BuildThatWall #NoAmnesty #DrainTheSwamp",0,1
hasoc_english_305014,"“To be an immigrant in America is to constantly be playing a game of Tag. It is struggling to avoid becoming an ‘It’...having your humanity stripped away, replaced with a set of stereotypes embodying everything that white people fear.” @khoifish12 https://t.co/dgDZfOSblZ",1,0
hasoc_english_305015,"Is #Spain facing a new wave of xenophobia over migrants? https://t.co/EsCfD9mCO4 https://t.co/mshczGPpzI",1,0
hasoc_english_305016,"#Ethiopia #Tigray #EPRDF #TPLF #YPFDJ #refugees #Eritrea #ypfdj #OLF #Ethiopian proud to have come from tigray. https://t.co/PaKxPJJ6wt",1,0
hasoc_english_305017,"Some of the results of recent EU #migration policy excellently unpacked by @Eric_Reidy. No sustainable solutions in sight. https://t.co/8OlV9tmJ1B",1,0
hasoc_english_305018,"Mounting Reports of Deliberate Trauma Inflicted on Immigrant Children Detained by the Trump/Pence Regime https://t.co/Ap1wdPpGiz",1,0
hasoc_english_305019,"Illegal alien accused of sexually assaulting 65-year-old had been deported 20 times https://t.co/aYBwHd4WHw#Preventable#StopTheInvasion",0,1
hasoc_english_305020,"@ChadPergram Hey illegal alien invader Hugger @NancyPelosi #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall",0,1
hasoc_english_305021,"#Immigration #AbolishICE #BorderPatrol #UnDocumented #SecureBorder#Republicans decided that if the left wants to abolish #ICE then they should submit a bill and get a vote on it.  The #Democratic... https://t.co/7R0c4OMS6o",1,0
hasoc_english_305022,"When there's no penalty for running a racist campaign the far right will continue to play a role in Canadian politics. John Tory should be ashamed for hiring someone who thrives on divisive politics.   https://t.co/wtQrhPROs7",1,0
hasoc_english_305023,"Watch: Muslim migrants in France demand autonomy "Sharia for France" - Free Speech Time - https://t.co/mHQLLsnu18 @ISupport_Israel",1,0
hasoc_english_305024,"* Hungary ðŸ‡­ðŸ‡º:  Leading security expert JÃ³zsef HorvÃ¡th revealed that between 85-90% of migrants are not “refugees” seeking genuine help but economic migrants. https://t.co/hccQmsQ9Vl #v4 #visegrad https://t.co/1pPCNwi8yD",1,0
hasoc_english_305025,"It's easy to feel like you can't make a difference when the injustice of the world seems so overwhelming. But if we all do our part, we will see things change. Do your part for refugees this week  and help them rebuild their lives. âž https://t.co/QzFjSqWwJ8",1,0
hasoc_english_305026,"#BuildThatWall NOW.I am tired of the conversation.So tired of @gop refusing to #BuildThatWall.@GOP, think we won't remember?",0,1
hasoc_english_305027,"US government will take Palestine refugees the endless hope to go back home. Back to their homeland. New US politics will make Palestine refugees officially "stateless".",1,0
hasoc_english_305028,"When I read about this current US Administration's appalling record with young children of immigrants, I have a chilling recollection of the story from Syria that launched the Revolution (and no, it was not a CIA... https://t.co/UIvUofyE6M",1,0
hasoc_english_305029,"This week ILI would like to welcome Gwylene Gallimard to year 2! Gwylene Gallimard is a 1st generation French Immigrant and co-leader in the Charleston, SC "Connecktedtoo in/ with Charleston Rhizome Collective"project. Full story on ILI's Facebook page! #iliyear2 https://t.co/WvEfeuFrSU",1,0
hasoc_english_305030,"Immigrant Child Dies Shortly After Release From Texas Detention Center https://t.co/IRonq5uLub #ShiraziImmigrationLaw #AtlantaImmigrationAttorney #deportation #immigrationlaw #immigration #atlantaattorney #detentioncenter https://t.co/pbHJVRM1AR",1,0
hasoc_english_305031,"@Ushimama1 @MielCaldero @USMC It is OBVIOUS from your tweet that you are too LOW IQ to understand or appreciate "immigration done the LEGAL way" so go whine to somone else. #Snowflakes#StopIllegalImmigration#BuildThatWall#MAGA",0,1
hasoc_english_305032,"Putting #Bangladesh on notice: "If Bangladesh starts moving refugees to Bhasan Char against their will, the new story of the #refugee crisis will not be what #Myanmar has done, but rather what [Bangladesh] is doing" @hrw #Rohingya #UNHCR #Burma #BhasanChar https://t.co/b6doRu9LWl",1,0
hasoc_english_305033,"Congratulations @HillaryClinton & @BillClinton for officially raising the dumbest child ever @ChelseaClinton please stay out of politics you make Forrest Gump look like Einstein compared to you! #HappyNewYear  #LockHerUp #RETWEET Help #BuildThatWall @ https://t.co/cGkVjfkqQR @CNN https://t.co/w8bAPESe12",0,1
hasoc_english_305034,"EU migration policy in Africa pushes migrants to risk perilous journeys to reach Europe https://t.co/dfGLfrHkDZ",1,0
hasoc_english_305035,"Curious to know how @USAID delivers emergency food supplies to #refugees and other vulnerable people around the world? Watch this video: https://t.co/wgdNBma8cb https://t.co/Ar2pd7E1Rs",1,0
hasoc_english_305036,"The news is full of stories and outrage over our governments Zero Tolerance policy which requires all adults entering illegally to be criminally prosecuted. Here's what you need to know. #refugeeswelcome #immigration https://t.co/PDvZH0P95A",0,1
hasoc_english_305037,"They deserve what they get https://t.co/4ZDKeEP9m7 https://t.co/1EbL9VJ1Ig",1,0
hasoc_english_305038,"U.S. government looking for new places to house detained #immigrant families - follow along as we #FOIA to keep track of the ever-expanding for-profit industry https://t.co/Otk6ucwpJy https://t.co/RKLxc6WSGw",1,0
hasoc_english_305039,"As EU leaders prepare to discuss migration, here's a succinct roundup of all the things they could do to protect refugee and migrant rights while controlling their borders @HRW https://t.co/ILc1rWRXQl https://t.co/XeFjbPIYYM",1,0
